Zeitstempel;B6 Delta SAK;Ozone concentration in product gas;SAK 254 inlet (scan);SAK 254 outlet (scan);UV intensity;Filter 1 - Turbidity;Filter 2 - Turbidity;Filter 1 - Pressure loss;Filter 2 - Pressure loss
02.11.2023 10:20;26,03;63,7;13,9;9,1;35,339;0,38;0;352;256
02.11.2023 10:25;45,6;100,3;23,6;12,8;52,657;0,59;1;435;411
02.11.2023 10:30;45,89;100,3;23,6;12,7;52,657;0,59;1;446;411
02.11.2023 10:35;45,4;100,3;23,6;12,7;52,657;0,59;1;450;412
02.11.2023 10:40;45,4;100,3;23,6;12,7;52,657;0,59;1;428;420
02.11.2023 10:45;46,56;100,3;23,6;12,7;52,657;0,59;1;443;421
02.11.2023 10:50;46,84;100,3;23,6;12,7;52,657;0,59;1;447;422
02.11.2023 10:55;43,69;100,3;23,6;12,7;52,657;0,59;1;449;418
02.11.2023 11:00;44,28;100,3;23,6;12,7;52,657;0,59;1;451;417
02.11.2023 11:05;47,07;100,3;23,6;12,7;52,657;0,59;1;452;419
02.11.2023 11:10;49,58;100,3;23,6;12,7;52,657;0,59;1;453;426
02.11.2023 11:15;48,2;100,3;23,6;12,3;52,657;0,59;1;457;426
02.11.2023 11:20;48,47;99,8;23,6;12,3;52,705;0,58;1;459;426
02.11.2023 11:25;50,93;98,5;23,7;12,3;53,235;0,57;1;462;422
02.11.2023 11:30;50,92;98,5;23,7;12,3;53,235;0,57;1;465;421
02.11.2023 11:35;50,92;98,5;23,7;12,3;53,235;0,57;1;468;425
02.11.2023 11:40;48,51;98,5;23,7;12,3;53,235;0,57;1;470;431
02.11.2023 11:45;42,96;98,5;23,7;12,3;53,235;0,57;1;473;432
02.11.2023 11:50;44,9;98,5;23,7;12,3;53,235;0,57;1;475;433
02.11.2023 11:55;47,96;98,5;23,7;12,3;53,235;0,57;1;477;433
02.11.2023 12:00;47,96;98,5;23,7;12,3;53,235;0,57;1;480;428
02.11.2023 12:05;46,66;98,5;23,7;12,3;53,235;0,57;1;482;428
02.11.2023 12:10;46,78;98,5;23,7;12,3;53,235;0,57;1;484;436
02.11.2023 12:15;47,55;98,5;23,7;12,4;53,235;0,57;1;500;437
02.11.2023 12:20;46,48;98;23,7;12,4;53,262;0,57;1;484;439
02.11.2023 12:25;48,55;96,6;23,8;12,4;53,555;0,56;1;488;439
02.11.2023 12:30;49,01;96,6;23,8;12,4;53,555;0,56;1;492;440
02.11.2023 12:35;49,17;96,6;23,8;12,4;53,555;0,56;1;504;441
02.11.2023 12:40;46,62;96,6;23,8;12,4;53,555;0,56;1;506;435
02.11.2023 12:45;48,04;96,6;23,8;12,4;53,555;0,56;1;497;437
02.11.2023 12:50;47,59;96,6;23,8;12,4;53,555;0,56;1;500;445
02.11.2023 12:55;47,4;96,6;23,8;12,4;53,555;0,56;1;502;446
02.11.2023 13:00;48,65;96,6;23,8;12,4;53,555;0,56;1;525;447
02.11.2023 13:05;49,87;96,6;23,8;12,4;53,555;0,56;1;501;449
02.11.2023 13:10;43,28;96,6;23,8;12,6;53,555;0,56;1;531;449
02.11.2023 13:15;42,23;96,6;23,8;13,1;53,555;0,56;1;507;451
02.11.2023 13:20;43,08;96,4;23,9;13,1;53,499;0,57;1;532;452
02.11.2023 13:25;45,9;96,1;24;13,1;52,888;0,58;1;522;453
02.11.2023 13:30;45,79;96,1;24;13,1;52,888;0,58;1;524;454
02.11.2023 13:35;45,79;96,1;24;13,1;52,888;0,58;1;528;456
02.11.2023 13:40;47,9;96,1;24;13,1;52,888;0,58;1;544;457
02.11.2023 13:45;45,93;96,1;24;13,1;52,888;0,58;1;545;458
02.11.2023 13:50;46,85;96,1;24;13,1;52,888;0,58;1;533;460
02.11.2023 13:55;47,55;96,1;24;13,1;52,888;0,58;1;545;461
02.11.2023 14:00;43,24;96,1;24;13,1;52,888;0,58;1;554;463
02.11.2023 14:05;40,29;96,1;24;13,4;52,888;0,58;1;533;464
02.11.2023 14:10;44,05;96,1;24;13,5;52,888;0,58;1;565;465
02.11.2023 14:15;45,48;96,1;24;13,5;52,888;0,58;1;539;467
02.11.2023 14:20;47,29;96,1;24;13,5;52,834;0,59;1;574;468
02.11.2023 14:25;47,3;96;24,3;13,5;52,233;0,59;1;544;478
02.11.2023 14:30;44,34;96;24,3;13,5;52,233;0,59;1;579;475
02.11.2023 14:35;40,67;96;24,3;13,5;52,233;0,59;1;564;471
02.11.2023 14:40;40,41;96;24,3;13,5;52,233;0,59;1;565;473
02.11.2023 14:45;41,45;96;24,3;13,4;52,233;0,59;1;569;475
02.11.2023 14:50;47,86;96;24,3;13,4;52,233;0,59;1;585;478
02.11.2023 14:55;46,77;96;24,3;13,4;52,233;0,59;1;576;487
02.11.2023 15:00;45,14;96;24,3;13,4;52,233;0,59;1;581;483
02.11.2023 15:05;43,64;96;24,3;13,4;52,233;0,59;1;584;480
02.11.2023 15:10;47,53;96;24,3;13,4;52,233;0,59;1;585;481
02.11.2023 15:15;46,01;96;24,3;13,4;52,233;0,59;1;589;489
02.11.2023 15:20;41,96;96,1;24,3;13,4;52,145;0,62;1;590;495
02.11.2023 15:25;46,33;96,2;24,5;13,4;51,176;0,64;1;596;489
02.11.2023 15:30;46,65;96,2;24,5;13,4;51,176;0,64;1;603;488
02.11.2023 15:35;43,26;96,2;24,5;13,4;51,176;0,64;1;606;490
02.11.2023 15:40;45,63;96,2;24,5;13,3;51,176;0,64;1;602;502
02.11.2023 15:45;46,65;96,2;24,5;13;51,176;0,64;1;606;502
02.11.2023 15:50;48,29;96,2;24,5;13;51,176;0,64;1;609;493
02.11.2023 15:55;48,28;96,2;24,5;13;51,176;0,64;1;612;495
02.11.2023 16:00;46,04;96,2;24,5;13;51,176;0,64;1;614;504
02.11.2023 16:05;46,09;96,2;24,5;13;51,176;0,64;1;618;509
02.11.2023 16:10;30,48;96,2;24,5;17,1;51,176;0,64;1;621;506
02.11.2023 16:15;45,24;96,2;24,5;14;51,176;0,64;1;626;501
02.11.2023 16:20;44,52;96,2;24,6;13,4;51,018;0,69;1;644;506
02.11.2023 16:25;46,36;96,2;24,8;13,4;49,28;0,71;1;623;516
02.11.2023 16:30;44,51;96,2;24,8;13,4;49,28;0,71;1;626;516
02.11.2023 16:35;43,07;96,2;24,8;13,8;49,28;0,71;1;648;511
02.11.2023 16:40;43;96,2;24,8;13,9;49,28;0,71;1;626;510
02.11.2023 16:45;45,31;96,2;24,8;13,9;49,28;0,71;1;660;522
02.11.2023 16:50;45,18;96,2;24,8;13,9;49,28;0,71;1;635;525
02.11.2023 16:55;45,06;96,2;24,8;13,9;49,28;0,71;1;640;526
02.11.2023 17:00;44,41;96,2;24,8;13,9;49,28;0,71;1;652;523
02.11.2023 17:05;45,13;96,2;24,8;13,9;49,28;0,71;1;658;523
02.11.2023 17:10;46,57;96,2;24,8;13,9;49,28;0,71;1;663;525
02.11.2023 17:15;44,76;96,2;24,8;13,9;49,28;0,71;1;667;527
02.11.2023 17:20;41,91;96,2;24,8;13,9;49,201;0,72;1;668;529
02.11.2023 17:25;41,12;96,3;24,9;13,9;48,331;0,73;1;656;537
02.11.2023 17:30;43,24;96,3;24,9;13,9;48,331;0,73;1;670;538
02.11.2023 17:35;43,56;96,3;24,9;13,9;48,331;0,73;1;681;540
02.11.2023 17:40;44,02;96,3;24,9;14;48,331;0,73;1;685;541
02.11.2023 17:45;46,05;96,3;24,9;14;48,331;0,73;1;594;542
02.11.2023 17:50;42,8;96,3;24,9;14;48,331;0,73;1;18;543
02.11.2023 17:55;47,54;96,3;24,9;14;49,305;0,73;1;3;542
02.11.2023 18:00;41,77;96,3;24,9;14;49,152;0,73;1;408;553
02.11.2023 18:05;43,59;96,3;24,9;14;49,444;0,73;1;226;567
02.11.2023 18:10;44,79;96,3;24,9;14;49,444;0,73;1;189;574
02.11.2023 18:15;44,38;96,3;24,9;14;49,444;0,73;1;213;562
02.11.2023 18:20;42,61;96,3;25;14;49,444;0,81;1;198;561
02.11.2023 18:25;42,67;96,4;25;14;49,444;0,85;1;212;572
02.11.2023 18:30;43,81;96,4;25;14;49,444;0,85;1;213;542
02.11.2023 18:35;44,38;96,4;25;14,3;49,908;0,85;1;213;-58
02.11.2023 18:40;44,38;96,4;25;14,4;50,669;0,85;1;214;-77
02.11.2023 18:45;44,4;96,4;25;14,4;49,587;0,85;1;215;234
02.11.2023 18:50;44,44;96,4;25;14,4;47,889;0,85;1;218;259
02.11.2023 18:55;39,74;96,4;25;14,4;47,889;0,85;1;220;264
02.11.2023 19:00;39,22;96,4;25;14,4;47,889;0,85;1;221;264
02.11.2023 19:05;43,08;96,4;25;14,4;47,889;0,85;1;223;270
02.11.2023 19:10;43,71;96,4;25;14,4;47,889;0,85;1;224;270
02.11.2023 19:15;43,71;96,4;25;14,4;47,889;0,85;1;226;267
02.11.2023 19:20;43,28;96,4;25;14,4;47,889;0,82;1;228;270
02.11.2023 19:25;41,17;96,5;25,1;14,4;47,889;0,8;1;231;274
02.11.2023 19:30;41,61;96,5;25,1;14,4;47,889;0,8;1;232;275
02.11.2023 19:35;44,23;96,5;25,1;14,4;47,889;0,8;1;233;273
02.11.2023 19:40;43,82;96,5;25,1;14,5;47,889;0,8;1;234;270
02.11.2023 19:45;39,82;96,5;25,1;14,5;47,241;0,8;1;235;275
02.11.2023 19:50;39,76;96,5;25,1;14,5;46,481;0,8;1;236;278
02.11.2023 19:55;41,05;96,5;25,1;14,5;46,481;0,8;1;237;278
02.11.2023 20:00;43,77;96,5;25,1;14,5;46,481;0,8;1;238;279
02.11.2023 20:05;45,14;96,5;25,1;14,5;46,481;0,8;1;240;274
02.11.2023 20:10;41,81;96,5;25,1;14,5;46,481;0,8;1;241;274
02.11.2023 20:15;40,69;96,5;25,1;14,5;46,481;0,8;1;242;280
02.11.2023 20:20;42,89;96,5;25,1;14,5;46,481;0,79;1;242;281
02.11.2023 20:25;42,93;96,6;25,1;14,5;46,481;0,79;1;243;281
02.11.2023 20:30;42,93;96,6;25,1;14,5;46,481;0,79;1;243;281
02.11.2023 20:35;42,93;96,6;25,1;14,7;46,481;0,79;1;255;278
02.11.2023 20:40;41,48;96,6;25,1;14,7;46,481;0,79;1;236;278
02.11.2023 20:45;43,86;96,6;25,1;14,7;46,478;0,79;1;255;284
02.11.2023 20:50;43,02;96,6;25,1;14,7;46,476;0,79;1;250;284
02.11.2023 20:55;39,94;96,6;25,1;14,7;46,476;0,79;1;247;285
02.11.2023 21:00;39,86;96,6;25,1;14,7;46,476;0,79;1;257;285
02.11.2023 21:05;41,93;96,6;25,1;14,7;46,476;0,79;1;252;284
02.11.2023 21:10;41,45;96,6;25,1;14,7;46,476;0,79;1;252;280
02.11.2023 21:15;38,84;96,6;25,1;14,7;46,476;0,79;1;253;285
02.11.2023 21:20;42,31;96,6;25,1;14,7;46,476;0,77;1;255;288
02.11.2023 21:25;42,32;96,5;25,3;14,7;46,476;0,76;1;256;288
02.11.2023 21:30;40,34;96,5;25,3;14,7;46,476;0,76;1;257;289
02.11.2023 21:35;41,6;96,5;25,3;14,9;46,476;0,76;1;257;289
02.11.2023 21:40;42,31;96,5;25,3;14,9;46,476;0,76;1;260;290
02.11.2023 21:45;41,33;96,5;25,3;14,9;46,477;0,76;1;268;290
02.11.2023 21:50;40,18;96,5;25,3;14,9;46,477;0,76;1;259;290
02.11.2023 21:55;40;96,5;25,3;14,9;46,477;0,76;1;263;290
02.11.2023 22:00;40,11;96,5;25,3;14,9;46,477;0,76;1;272;290
02.11.2023 22:05;40,11;96,5;25,3;14,9;46,477;0,76;1;260;291
02.11.2023 22:10;38,1;96,5;25,3;14,9;46,477;0,76;1;270;292
02.11.2023 22:15;42,65;96,5;25,3;14,9;46,477;0,76;1;268;294
02.11.2023 22:20;38,81;96,5;25,3;14,9;46,477;0,77;1;276;300
02.11.2023 22:25;40,87;96,6;25,5;14,9;46,477;0,77;1;262;297
02.11.2023 22:30;45,12;96,6;25,5;14,9;46,477;0,77;1;275;295
02.11.2023 22:35;41,87;96,6;25,5;15,1;46,477;0,77;1;276;296
02.11.2023 22:40;39,04;96,6;25,5;15,1;46,477;0,77;1;277;297
02.11.2023 22:45;39,32;96,6;25,5;15,1;46,287;0,77;1;278;298
02.11.2023 22:50;39,88;96,6;25,5;15,1;46,063;0,77;1;278;304
02.11.2023 22:55;38,06;96,6;25,5;15,1;46,063;0,77;1;280;301
02.11.2023 23:00;42,13;96,6;25,5;15,1;46,063;0,77;1;281;299
02.11.2023 23:05;42,22;96,6;25,5;15,1;46,063;0,77;1;283;300
02.11.2023 23:10;42,22;96,6;25,5;15,1;46,063;0,77;1;286;301
02.11.2023 23:15;41,48;96,6;25,5;15,1;46,063;0,77;1;288;306
02.11.2023 23:20;40,62;96,7;25,5;15,1;46,063;0,78;1;289;308
02.11.2023 23:25;40,62;96,8;25,6;15,1;46,063;0,78;1;291;304
02.11.2023 23:30;41,12;96,8;25,6;15,1;46,063;0,78;1;292;304
02.11.2023 23:35;44,2;96,8;25,6;15,2;46,063;0,78;1;293;304
02.11.2023 23:40;39,86;96,8;25,6;15,2;46,063;0,78;1;294;308
02.11.2023 23:45;38,55;96,8;25,6;15,2;46,041;0,78;1;298;313
02.11.2023 23:50;38,55;96,8;25,6;15,2;46,016;0,78;1;300;309
02.11.2023 23:55;40,45;96,8;25,6;15,2;46,016;0,78;1;300;308
03.11.2023 00:00;43,29;96,8;25,6;15,2;46,016;0,78;1;302;308
03.11.2023 00:05;39,73;96,8;25,6;15,2;46,016;0,78;1;303;314
03.11.2023 00:10;41,51;96,8;25,6;15,2;46,016;0,78;1;305;316
03.11.2023 00:15;41,34;96,8;25,6;15,2;46,016;0,78;1;307;314
03.11.2023 00:20;40,79;96,9;25,6;15,2;46,016;0,79;1;309;311
03.11.2023 00:25;40,29;96,9;25,8;15,2;46,016;0,79;1;317;312
03.11.2023 00:30;42,57;96,9;25,8;15,2;46,016;0,79;1;310;320
03.11.2023 00:35;40,14;96,9;25,8;15,2;46,016;0,79;1;314;321
03.11.2023 00:40;39,51;96,9;25,8;15,2;46,016;0,79;1;310;317
03.11.2023 00:45;41,88;96,9;25,8;15,2;45,916;0,79;1;313;316
03.11.2023 00:50;39,55;96,9;25,8;15,2;45,797;0,79;1;321;319
03.11.2023 00:55;42,45;96,9;25,8;15,2;45,797;0,79;1;308;325
03.11.2023 01:00;43,92;96,9;25,8;15,2;45,797;0,79;1;312;326
03.11.2023 01:05;38,82;96,9;25,8;15,2;45,797;0,79;1;328;321
03.11.2023 01:10;38,93;96,9;25,8;15,2;45,797;0,79;1;310;321
03.11.2023 01:15;40,06;96,9;25,8;15,2;45,797;0,79;1;328;326
03.11.2023 01:20;40,06;97;25,8;15,2;45,797;0,78;1;314;330
03.11.2023 01:25;40,76;97,1;25,8;15,2;45,797;0,78;1;325;330
03.11.2023 01:30;45,74;97,1;25,8;15,2;45,797;0,78;1;328;326
03.11.2023 01:35;46,31;97,1;25,8;15,1;45,797;0,78;1;329;326
03.11.2023 01:40;42,53;97,1;25,8;15,1;45,797;0,78;1;326;333
03.11.2023 01:45;41,78;97,1;25,8;15,1;45,775;0,78;1;324;335
03.11.2023 01:50;42,33;97,1;25,8;15,1;45,75;0,78;1;326;335
03.11.2023 01:55;40,15;97,1;25,8;15,1;45,75;0,78;1;328;331
03.11.2023 02:00;45,19;97,1;25,8;15,1;45,75;0,78;1;330;331
03.11.2023 02:05;44,66;97,1;25,8;15,1;45,75;0,78;1;345;339
03.11.2023 02:10;42,04;97,1;25,8;15,1;45,75;0,78;1;329;340
03.11.2023 02:15;39,05;97,1;25,8;15,1;45,75;0,78;1;332;341
03.11.2023 02:20;39,13;97,1;25,8;15,1;45,75;0,76;1;342;336
03.11.2023 02:25;39,84;97,3;25,8;15,1;45,75;0,75;1;343;336
03.11.2023 02:30;39,26;97,3;25,8;15,1;45,75;0,75;1;344;343
03.11.2023 02:35;43,74;97,3;25,8;14,5;45,75;0,75;1;345;345
03.11.2023 02:40;41,36;97,3;25,8;14,4;45,75;0,75;1;346;346
03.11.2023 02:45;41,37;97,3;25,8;14,4;45,837;0,75;1;340;346
03.11.2023 02:50;41,85;97,3;25,8;14,4;45,941;0,75;1;342;341
03.11.2023 02:55;44,17;97,3;25,8;14,4;45,941;0,75;1;348;344
03.11.2023 03:00;45,71;97,3;25,8;14,4;45,941;0,75;1;351;351
03.11.2023 03:05;45,33;97,3;25,8;14,4;45,941;0,75;1;351;351
03.11.2023 03:10;44,79;97,3;25,8;14,4;45,941;0,75;1;334;353
03.11.2023 03:15;44,47;97,3;25,8;14,4;45,941;0,75;1;350;353
03.11.2023 03:20;44,47;97,4;25,8;14,4;45,941;0,73;1;352;352
03.11.2023 03:25;44,47;97,5;25,6;14,4;45,941;0,72;1;352;349
03.11.2023 03:30;46,19;97,5;25,6;14,4;45,941;0,72;1;354;355
03.11.2023 03:35;45,3;97,5;25,6;14,6;45,941;0,72;1;355;358
03.11.2023 03:40;44,62;97,5;25,6;14,6;45,941;0,72;1;357;359
03.11.2023 03:45;44,62;97,5;25,6;14,6;46,175;0,72;1;358;360
03.11.2023 03:50;42,03;97,5;25,6;14,6;46,452;0,72;1;359;360
03.11.2023 03:55;40,63;97,5;25,6;14,6;46,452;0,72;1;361;362
03.11.2023 04:00;42,43;97,5;25,6;14,6;46,452;0,72;1;359;362
03.11.2023 04:05;40,37;97,5;25,6;14,6;46,452;0,72;1;358;364
03.11.2023 04:10;38,5;97,5;25,6;14,6;46,452;0,72;1;359;361
03.11.2023 04:15;39,2;97,5;25,6;14,6;46,452;0,72;1;360;359
03.11.2023 04:20;44,99;97,5;25,6;14,6;46,452;0,69;1;363;367
03.11.2023 04:25;46,19;97,6;25,6;14,6;46,452;0,67;1;366;369
03.11.2023 04:30;46,19;97,6;25,6;14,6;46,452;0,67;1;368;370
03.11.2023 04:35;47,24;97,6;25,6;14,6;46,452;0,67;1;368;371
03.11.2023 04:40;41,47;97,6;25,6;14,6;46,452;0,67;1;370;372
03.11.2023 04:45;40,68;97,6;25,6;14,6;46,749;0,67;1;370;373
03.11.2023 04:50;38,92;97,6;25,6;14,6;47,101;0,67;1;378;374
03.11.2023 04:55;43,23;97,6;25,6;14,6;47,101;0,67;1;376;375
03.11.2023 05:00;43,69;97,6;25,6;14,6;47,101;0,67;1;372;376
03.11.2023 05:05;42,88;97,6;25,6;14,6;47,101;0,67;1;375;377
03.11.2023 05:10;42,99;97,6;25,6;14,6;47,101;0,67;1;389;378
03.11.2023 05:15;43,73;97,6;25,6;14,6;47,101;0,67;1;368;380
03.11.2023 05:20;44,68;97,6;25,6;14,6;47,101;0,65;1;393;381
03.11.2023 05:25;39,35;97,6;25,5;15,2;47,101;0,64;1;381;381
03.11.2023 05:30;39,91;97,6;25,5;15,5;47,101;0,64;1;383;383
03.11.2023 05:35;43,23;97,6;25,5;14,8;47,101;0,64;1;385;384
03.11.2023 05:40;40,74;97,6;25,5;14,8;47,101;0,64;1;386;385
03.11.2023 05:45;41,14;97,6;25,5;14,8;47,265;0,64;1;389;386
03.11.2023 05:50;42,24;97,6;25,5;14,8;47,46;0,64;1;390;388
03.11.2023 05:55;45,87;97,6;25,5;14,5;47,46;0,64;1;392;389
03.11.2023 06:00;45,4;97,6;25,5;14,4;47,46;0,64;1;393;395
03.11.2023 06:05;45,26;97,6;25,5;14,4;47,46;0,64;1;396;396
03.11.2023 06:10;39,21;97,6;25,5;14,4;47,46;0,64;1;411;393
03.11.2023 06:15;40,62;97,6;25,5;14,4;47,46;0,64;1;388;392
03.11.2023 06:20;45,72;97,7;25,5;14,4;47,46;0,63;1;412;393
03.11.2023 06:25;44,54;97,8;25,5;14,4;47,46;0,62;1;395;394
03.11.2023 06:30;40,74;97,8;25,5;14,4;47,46;0,62;1;408;396
03.11.2023 06:35;41,58;97,8;25,5;14,4;47,46;0,62;1;403;401
03.11.2023 06:40;45,45;97,8;25,5;14,4;47,46;0,62;1;416;404
03.11.2023 06:45;44,42;97,8;25,5;14,4;47,707;0,62;1;397;404
03.11.2023 06:50;41,23;97,8;25,5;14,4;48;0,62;1;427;401
03.11.2023 06:55;44,25;97,8;25,5;14,1;48;0,62;1;411;401
03.11.2023 07:00;44,76;97,8;25,5;14;48;0,62;1;413;402
03.11.2023 07:05;44,76;97,8;25,5;14;48;0,62;1;415;409
03.11.2023 07:10;47,03;97,8;25,5;14;48;0,62;1;419;412
03.11.2023 07:15;48,61;97,8;25,5;14;48;0,62;1;430;413
03.11.2023 07:20;44,26;97,8;25,5;14;48;0,62;1;423;411
03.11.2023 07:25;27,06;97,8;25,3;17,6;48;0,61;1;423;409
03.11.2023 07:30;15,96;97,8;25,3;21,5;48;0,61;1;434;410
03.11.2023 07:35;42,62;97,8;25,3;14,1;48;0,61;1;423;416
03.11.2023 07:40;43,61;97,8;25,3;14,1;48;0,61;1;426;419
03.11.2023 07:45;44,41;97,8;25,3;14,1;48,213;0,61;1;430;420
03.11.2023 07:50;45,8;97,8;25,3;14,1;48,467;0,61;1;435;420
03.11.2023 07:55;45,8;97,8;25,3;14,2;48,467;0,61;1;449;416
03.11.2023 08:00;45,27;97,8;25,3;14,3;48,467;0,61;1;423;417
03.11.2023 08:05;41,26;97,8;25,3;14,3;48,467;0,61;1;446;422
03.11.2023 08:10;45,58;97,8;25,3;14,3;48,467;0,61;1;449;426
03.11.2023 08:15;44,09;97,8;25,3;14,3;48,467;0,61;1;444;427
03.11.2023 08:20;43,48;97,7;25,3;14,3;48,467;0,59;1;442;428
03.11.2023 08:25;43,48;97,5;25,2;14,3;48,467;0,57;1;447;429
03.11.2023 08:30;43,48;97,5;25,2;14,3;48,467;0,57;1;452;424
03.11.2023 08:35;41,44;97,5;25,2;14,3;48,467;0,57;1;453;425
03.11.2023 08:40;40,21;97,5;25,2;14,3;48,467;0,57;1;455;431
03.11.2023 08:45;44,85;97,5;25,2;14,3;48,876;0,57;1;459;434
03.11.2023 08:50;41,17;97,5;25,2;14,3;49,362;0,57;1;461;435
03.11.2023 08:55;44,06;97,5;25,2;14,2;49,362;0,57;1;481;436
03.11.2023 09:00;42,83;97,5;25,2;14,1;49,362;0,57;1;451;437
03.11.2023 09:05;38,77;97,5;25,2;14,1;49,362;0,57;1;482;438
03.11.2023 09:10;39,63;97,5;25,2;14,1;49,362;0,57;1;460;438
03.11.2023 09:15;41,08;97,5;25,2;14,1;49,362;0,57;1;484;435
03.11.2023 09:20;45,73;97,4;25,2;14,1;49,362;0,56;1;477;436
03.11.2023 09:25;45,83;97,2;25,1;14,1;49,362;0,55;1;482;443
03.11.2023 09:30;45,33;97,2;25,1;14,1;49,362;0,55;1;475;445
03.11.2023 09:35;44,36;97,2;25,1;14,1;49,362;0,55;1;481;445
03.11.2023 09:40;44,88;97,2;25,1;14,1;49,362;0,55;1;494;447
03.11.2023 09:45;45,13;97,2;25,1;14,1;49,614;0,55;1;496;447
03.11.2023 09:50;45,88;97,2;25,1;14,1;49,913;0,55;1;498;448
03.11.2023 09:55;45,66;97,2;25,1;14,2;49,913;0,55;1;499;450
03.11.2023 10:00;45,59;97,2;25,1;14,4;49,913;0,55;1;487;450
03.11.2023 10:05;42,38;97,2;25,1;14,4;49,913;0,55;1;515;452
03.11.2023 10:10;41,42;97,2;25,1;14,4;49,913;0,55;1;502;453
03.11.2023 10:15;41,42;97,2;25,1;14,4;49,913;0,55;1;502;454
03.11.2023 10:20;45,03;97,1;25,1;14,4;49,913;0,54;1;530;454
03.11.2023 10:25;44,96;96,6;25,3;14,4;49,913;0,54;1;504;456
03.11.2023 10:30;44,96;96,6;25,3;14,4;49,913;0,54;1;523;457
03.11.2023 10:35;44,94;96,6;25,3;14,4;49,913;0,54;1;524;458
03.11.2023 10:40;38,97;96,6;25,3;14,4;49,913;0,54;1;521;459
03.11.2023 10:45;39,38;96,6;25,3;14,4;50,14;0,54;1;536;461
03.11.2023 10:50;39,77;96,6;25,3;14,4;50,409;0,54;1;513;462
03.11.2023 10:55;43,08;96,6;25,3;14,4;50,409;0,54;1;549;463
03.11.2023 11:00;43,82;96,6;25,3;14,4;50,409;0,54;1;536;464
03.11.2023 11:05;41,81;96,6;25,3;14,4;50,409;0,54;1;535;466
03.11.2023 11:10;44,51;96,6;25,3;14,4;50,409;0,54;1;530;466
03.11.2023 11:15;44,51;96,6;25,3;14,4;50,409;0,54;1;545;466
03.11.2023 11:20;43,51;96,6;25,4;14,4;50,409;0,53;1;517;473
03.11.2023 11:25;44,53;96,4;25,7;14,4;50,409;0,53;1;547;480
03.11.2023 11:30;43,77;96,4;25,7;14,4;50,409;0,53;1;533;476
03.11.2023 11:35;45,07;96,4;25,7;14,4;50,409;0,53;1;538;473
03.11.2023 11:40;45,48;96,4;25,7;14,4;50,409;0,53;1;544;475
03.11.2023 11:45;45,97;96,4;25,7;14,4;50,293;0,53;1;555;478
03.11.2023 11:50;39,99;96,4;25,7;14,4;50,154;0,53;1;560;488
03.11.2023 11:55;40;96,4;25,7;14,5;50,154;0,53;1;576;487
03.11.2023 12:00;42,24;96,4;25,7;14,7;50,154;0,53;1;563;481
03.11.2023 12:05;42,25;96,4;25,7;14,7;50,154;0,53;1;578;483
03.11.2023 12:10;44,55;96,4;25,7;14,7;50,154;0,53;1;584;488
03.11.2023 12:15;42,81;96,4;25,7;14,7;50,154;0,53;1;569;495
03.11.2023 12:20;42,81;96,4;25,8;14,7;50,154;0,54;1;576;496
03.11.2023 12:25;46,58;96,3;27,1;14,7;50,154;0,54;1;599;488
03.11.2023 12:30;46,58;96,3;27,1;14,7;50,154;0,54;1;575;491
03.11.2023 12:35;49,53;96,3;27,1;14,7;50,154;0,54;1;600;499
03.11.2023 12:40;47,26;96,3;27,1;14,7;50,154;0,54;1;608;504
03.11.2023 12:45;46,21;96,3;27,1;14,7;49,375;0,54;1;603;505
03.11.2023 12:50;42,84;96,3;27,1;14,7;48,447;0,54;1;607;500
03.11.2023 12:55;43,82;96,3;27,1;15;48,447;0,54;1;612;500
03.11.2023 13:00;45,99;96,3;27,3;15,4;48,447;0,54;1;618;513
03.11.2023 13:05;43,6;96,3;27,3;15,4;48,447;0,54;1;622;515
03.11.2023 13:10;40,83;96,3;27,3;15,4;48,447;0,54;1;624;517
03.11.2023 13:15;40,83;96,3;27,3;15,6;48,447;0,54;1;627;518
03.11.2023 13:20;43,22;96,2;27,3;15,7;48,447;0,55;1;631;518
03.11.2023 13:25;43,23;96,1;27,3;15,7;48,447;0,55;1;635;520
03.11.2023 13:30;40,94;96,1;27,3;15,7;48,447;0,55;1;650;523
03.11.2023 13:35;41,01;96,1;27,3;15,7;48,447;0,55;1;658;526
03.11.2023 13:40;43,15;96,1;27,3;15,7;48,447;0,55;1;641;532
03.11.2023 13:45;43,15;96,1;27,3;15,7;47,308;0,55;1;673;537
03.11.2023 13:50;44,97;96,1;27,3;15,7;47,26;0,55;1;664;539
03.11.2023 13:55;43,26;96,1;27,3;15,7;47,26;0,55;1;651;542
03.11.2023 14:00;41,98;96,1;26,6;15,7;47,26;0,55;1;685;544
03.11.2023 14:05;41,98;96,1;26,6;15,7;47,26;0,55;1;658;547
03.11.2023 14:10;39,5;96,1;26,6;15,7;47,26;0,55;1;701;549
03.11.2023 14:15;41,18;96,1;26,6;15,7;47,26;0,55;1;682;551
03.11.2023 14:20;39,22;96,1;26,6;15,7;47,26;0,55;1;686;554
03.11.2023 14:25;39,83;96,1;26,6;15,7;47,26;0,55;1;690;556
03.11.2023 14:30;42,63;96,1;26,6;15,7;47,26;0,55;1;717;558
03.11.2023 14:35;42,27;96,1;26,6;15,7;47,26;0,55;1;680;560
03.11.2023 14:40;40,68;96,1;26,6;15,7;47,26;0,55;1;718;570
03.11.2023 14:45;38,73;96,1;26,6;15,7;48,058;0,55;1;693;572
